quest_id,local_name_ru,local_name_en,faction_id,quest_kind,category_id,description_ru,objective_type,target_id,target_amount,activation_mode,claim_mode,required_quest_id,reward_item_id,reward_amount,reward_item2_id,reward_item2_amount,reward_freight_amount,reward_mastery_amount,reward_reputation_faction_id,reward_reputation_amount,sort_order
fquest_stone_vault_12,Каменный Свод: поручение 12,Stone Vault Contract 12,stone_vault,campaign,faction_campaign,"Шаг 12 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,635,retroactive,manual,fquest_stone_vault_11,gems,13,,,1092,68,stone_vault,60,13012
fquest_stone_vault_13,Каменный Свод: поручение 13,Stone Vault Contract 13,stone_vault,campaign,faction_campaign,"Шаг 13 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,715,retroactive,manual,fquest_stone_vault_12,gems,14,,,1168,72,stone_vault,64,13013
fquest_stone_vault_14,Каменный Свод: поручение 14,Stone Vault Contract 14,stone_vault,campaign,faction_campaign,"Шаг 14 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,806,retroactive,manual,fquest_stone_vault_13,gems,15,,,1245,75,stone_vault,68,13014
fquest_stone_vault_15,Каменный Свод: поручение 15,Stone Vault Contract 15,stone_vault,campaign,faction_campaign,"Шаг 15 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,909,retroactive,manual,fquest_stone_vault_14,gems,16,,,1321,79,stone_vault,71,13015
fquest_stone_vault_16,Каменный Свод: поручение 16,Stone Vault Contract 16,stone_vault,campaign,faction_campaign,"Шаг 16 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,1024,retroactive,manual,fquest_stone_vault_15,gems,17,,,1398,82,stone_vault,75,13016
fquest_stone_vault_17,Каменный Свод: поручение 17,Stone Vault Contract 17,stone_vault,campaign,faction_campaign,"Шаг 17 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,1154,retroactive,manual,fquest_stone_vault_16,gems,18,,,1474,86,stone_vault,79,13017
fquest_stone_vault_18,Каменный Свод: поручение 18,Stone Vault Contract 18,stone_vault,campaign,faction_campaign,"Шаг 18 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,1300,retroactive,manual,fquest_stone_vault_17,gems,19,,,1551,89,stone_vault,82,13018
fquest_stone_vault_19,Каменный Свод: поручение 19,Stone Vault Contract 19,stone_vault,campaign,faction_campaign,"Шаг 19 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,1465,retroactive,manual,fquest_stone_vault_18,gems,20,,,1628,92,stone_vault,86,13019
fquest_stone_vault_20,Каменный Свод: поручение 20,Stone Vault Contract 20,stone_vault,campaign,faction_campaign,"Шаг 20 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,1651,retroactive,manual,fquest_stone_vault_19,gems,21,stone_armor_wedge,1,1704,96,stone_vault,90,13020
fquest_stone_vault_21,Каменный Свод: поручение 21,Stone Vault Contract 21,stone_vault,campaign,faction_campaign,"Шаг 21 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,1860,retroactive,manual,fquest_stone_vault_20,gems,22,,,1781,99,stone_vault,93,13021
fquest_stone_vault_22,Каменный Свод: поручение 22,Stone Vault Contract 22,stone_vault,campaign,faction_campaign,"Шаг 22 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,2096,retroactive,manual,fquest_stone_vault_21,gems,23,,,1857,103,stone_vault,97,13022
fquest_stone_vault_23,Каменный Свод: поручение 23,Stone Vault Contract 23,stone_vault,campaign,faction_campaign,"Шаг 23 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,2362,retroactive,manual,fquest_stone_vault_22,gems,24,,,1934,106,stone_vault,101,13023
fquest_stone_vault_24,Каменный Свод: поручение 24,Stone Vault Contract 24,stone_vault,campaign,faction_campaign,"Шаг 24 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,2662,retroactive,manual,fquest_stone_vault_23,gems,25,,,2010,110,stone_vault,104,13024
fquest_stone_vault_25,Каменный Свод: поручение 25,Stone Vault Contract 25,stone_vault,campaign,faction_campaign,"Шаг 25 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,3000,retroactive,manual,fquest_stone_vault_24,gems,26,,,2087,113,stone_vault,108,13025
fquest_stone_vault_26,Каменный Свод: поручение 26,Stone Vault Contract 26,stone_vault,campaign,faction_campaign,"Шаг 26 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,3338,retroactive,manual,fquest_stone_vault_25,gems,26,,,2163,117,stone_vault,112,13026
fquest_stone_vault_27,Каменный Свод: поручение 27,Stone Vault Contract 27,stone_vault,campaign,faction_campaign,"Шаг 27 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,3713,retroactive,manual,fquest_stone_vault_26,gems,27,,,2240,120,stone_vault,116,13027
fquest_stone_vault_28,Каменный Свод: поручение 28,Stone Vault Contract 28,stone_vault,campaign,faction_campaign,"Шаг 28 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,4131,retroactive,manual,fquest_stone_vault_27,gems,28,,,2316,124,stone_vault,119,13028
fquest_stone_vault_29,Каменный Свод: поручение 29,Stone Vault Contract 29,stone_vault,campaign,faction_campaign,"Шаг 29 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,4596,retroactive,manual,fquest_stone_vault_28,gems,29,,,2393,127,stone_vault,123,13029
fquest_stone_vault_30,Каменный Свод: поручение 30,Stone Vault Contract 30,stone_vault,campaign,faction_campaign,"Шаг 30 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,5113,retroactive,manual,fquest_stone_vault_29,gems,30,,,2469,131,stone_vault,127,13030
fquest_stone_vault_31,Каменный Свод: поручение 31,Stone Vault Contract 31,stone_vault,campaign,faction_campaign,"Шаг 31 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,5688,retroactive,manual,fquest_stone_vault_30,gems,31,,,2546,134,stone_vault,130,13031
fquest_stone_vault_32,Каменный Свод: поручение 32,Stone Vault Contract 32,stone_vault,campaign,faction_campaign,"Шаг 32 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,6329,retroactive,manual,fquest_stone_vault_31,gems,32,,,2622,138,stone_vault,134,13032
fquest_stone_vault_33,Каменный Свод: поручение 33,Stone Vault Contract 33,stone_vault,campaign,faction_campaign,"Шаг 33 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,7041,retroactive,manual,fquest_stone_vault_32,gems,33,,,2699,141,stone_vault,138,13033
fquest_stone_vault_34,Каменный Свод: поручение 34,Stone Vault Contract 34,stone_vault,campaign,faction_campaign,"Шаг 34 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,7833,retroactive,manual,fquest_stone_vault_33,gems,34,,,2776,144,stone_vault,141,13034
fquest_stone_vault_35,Каменный Свод: поручение 35,Stone Vault Contract 35,stone_vault,campaign,faction_campaign,"Шаг 35 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,8715,retroactive,manual,fquest_stone_vault_34,gems,35,stone_gun_cradle,2,2852,148,stone_vault,145,13035
fquest_stone_vault_36,Каменный Свод: поручение 36,Stone Vault Contract 36,stone_vault,campaign,faction_campaign,"Шаг 36 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,9695,retroactive,manual,fquest_stone_vault_35,gems,36,,,2929,151,stone_vault,149,13036
fquest_stone_vault_37,Каменный Свод: поручение 37,Stone Vault Contract 37,stone_vault,campaign,faction_campaign,"Шаг 37 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,10786,retroactive,manual,fquest_stone_vault_36,gems,37,,,3005,155,stone_vault,152,13037
fquest_stone_vault_38,Каменный Свод: поручение 38,Stone Vault Contract 38,stone_vault,campaign,faction_campaign,"Шаг 38 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,12000,retroactive,manual,fquest_stone_vault_37,gems,38,,,3082,158,stone_vault,156,13038
fquest_stone_vault_39,Каменный Свод: поручение 39,Stone Vault Contract 39,stone_vault,campaign,faction_campaign,"Шаг 39 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,13515,retroactive,manual,fquest_stone_vault_38,gems,39,,,3158,162,stone_vault,160,13039
fquest_stone_vault_40,Каменный Свод: поручение 40,Stone Vault Contract 40,stone_vault,campaign,faction_campaign,"Шаг 40 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,15222,retroactive,manual,fquest_stone_vault_39,gems,40,,,3235,165,stone_vault,163,13040
fquest_stone_vault_41,Каменный Свод: поручение 41,Stone Vault Contract 41,stone_vault,campaign,faction_campaign,"Шаг 41 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,17145,retroactive,manual,fquest_stone_vault_40,gems,41,,,3311,169,stone_vault,167,13041
fquest_stone_vault_42,Каменный Свод: поручение 42,Stone Vault Contract 42,stone_vault,campaign,faction_campaign,"Шаг 42 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,19310,retroactive,manual,fquest_stone_vault_41,gems,42,,,3388,172,stone_vault,171,13042
fquest_stone_vault_43,Каменный Свод: поручение 43,Stone Vault Contract 43,stone_vault,campaign,faction_campaign,"Шаг 43 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,21748,retroactive,manual,fquest_stone_vault_42,gems,43,,,3464,176,stone_vault,174,13043
fquest_stone_vault_44,Каменный Свод: поручение 44,Stone Vault Contract 44,stone_vault,campaign,faction_campaign,"Шаг 44 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,24495,retroactive,manual,fquest_stone_vault_43,gems,44,,,3541,179,stone_vault,178,13044
fquest_stone_vault_45,Каменный Свод: поручение 45,Stone Vault Contract 45,stone_vault,campaign,faction_campaign,"Шаг 45 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,27588,retroactive,manual,fquest_stone_vault_44,gems,45,stone_quarry_insert,2,3617,183,stone_vault,182,13045
fquest_stone_vault_46,Каменный Свод: поручение 46,Stone Vault Contract 46,stone_vault,campaign,faction_campaign,"Шаг 46 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,31072,retroactive,manual,fquest_stone_vault_45,gems,46,,,3694,186,stone_vault,185,13046
fquest_stone_vault_47,Каменный Свод: поручение 47,Stone Vault Contract 47,stone_vault,campaign,faction_campaign,"Шаг 47 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,34996,retroactive,manual,fquest_stone_vault_46,gems,47,,,3770,190,stone_vault,189,13047
fquest_stone_vault_48,Каменный Свод: поручение 48,Stone Vault Contract 48,stone_vault,campaign,faction_campaign,"Шаг 48 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,39416,retroactive,manual,fquest_stone_vault_47,gems,48,,,3847,193,stone_vault,193,13048
fquest_stone_vault_49,Каменный Свод: поручение 49,Stone Vault Contract 49,stone_vault,campaign,faction_campaign,"Шаг 49 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,44394,retroactive,manual,fquest_stone_vault_48,gems,49,,,3923,197,stone_vault,196,13049
fquest_stone_vault_50,Каменный Свод: поручение 50,Stone Vault Contract 50,stone_vault,campaign,faction_campaign,"Шаг 50 большой цепочки рудного свода: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,stone_vault,50000,retroactive,manual,fquest_stone_vault_49,gems,50,stone_quarry_insert,2,4000,200,stone_vault,200,13050
fquest_factory_ark_01,Заводные Ковчеги: поручение 01,Clockwork Ark Contract 01,factory_ark,campaign,faction_campaign,"Шаг 1 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,20,retroactive,manual,,perfcards,2,,,250,30,factory_ark,20,14001
fquest_factory_ark_02,Заводные Ковчеги: поручение 02,Clockwork Ark Contract 02,factory_ark,campaign,faction_campaign,"Шаг 2 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,30,retroactive,manual,fquest_factory_ark_01,perfcards,3,,,327,33,factory_ark,24,14002
fquest_factory_ark_03,Заводные Ковчеги: поручение 03,Clockwork Ark Contract 03,factory_ark,campaign,faction_campaign,"Шаг 3 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,45,retroactive,manual,fquest_factory_ark_02,perfcards,4,,,403,37,factory_ark,27,14003
fquest_factory_ark_04,Заводные Ковчеги: поручение 04,Clockwork Ark Contract 04,factory_ark,campaign,faction_campaign,"Шаг 4 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,67,retroactive,manual,fquest_factory_ark_03,perfcards,5,,,480,40,factory_ark,31,14004
fquest_factory_ark_05,Заводные Ковчеги: поручение 05,Clockwork Ark Contract 05,factory_ark,campaign,faction_campaign,"Шаг 5 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,100,retroactive,manual,fquest_factory_ark_04,perfcards,6,ark_precision_drive,1,556,44,factory_ark,35,14005
fquest_factory_ark_06,Заводные Ковчеги: поручение 06,Clockwork Ark Contract 06,factory_ark,campaign,faction_campaign,"Шаг 6 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,138,retroactive,manual,fquest_factory_ark_05,perfcards,6,,,633,47,factory_ark,38,14006
fquest_factory_ark_07,Заводные Ковчеги: поручение 07,Clockwork Ark Contract 07,factory_ark,campaign,faction_campaign,"Шаг 7 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,190,retroactive,manual,fquest_factory_ark_06,perfcards,7,,,709,51,factory_ark,42,14007
fquest_factory_ark_08,Заводные Ковчеги: поручение 08,Clockwork Ark Contract 08,factory_ark,campaign,faction_campaign,"Шаг 8 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,263,retroactive,manual,fquest_factory_ark_07,perfcards,8,,,786,54,factory_ark,46,14008
fquest_factory_ark_09,Заводные Ковчеги: поручение 09,Clockwork Ark Contract 09,factory_ark,campaign,faction_campaign,"Шаг 9 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,362,retroactive,manual,fquest_factory_ark_08,perfcards,9,,,862,58,factory_ark,49,14009
fquest_factory_ark_10,Заводные Ковчеги: поручение 10,Clockwork Ark Contract 10,factory_ark,campaign,faction_campaign,"Шаг 10 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,500,retroactive,manual,fquest_factory_ark_09,perfcards,10,ark_servo_ring,1,939,61,factory_ark,53,14010
fquest_factory_ark_11,Заводные Ковчеги: поручение 11,Clockwork Ark Contract 11,factory_ark,campaign,faction_campaign,"Шаг 11 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,563,retroactive,manual,fquest_factory_ark_10,perfcards,11,,,1015,65,factory_ark,57,14011
fquest_factory_ark_12,Заводные Ковчеги: поручение 12,Clockwork Ark Contract 12,factory_ark,campaign,faction_campaign,"Шаг 12 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,635,retroactive,manual,fquest_factory_ark_11,perfcards,12,,,1092,68,factory_ark,60,14012
fquest_factory_ark_13,Заводные Ковчеги: поручение 13,Clockwork Ark Contract 13,factory_ark,campaign,faction_campaign,"Шаг 13 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,715,retroactive,manual,fquest_factory_ark_12,perfcards,13,,,1168,72,factory_ark,64,14013
fquest_factory_ark_14,Заводные Ковчеги: поручение 14,Clockwork Ark Contract 14,factory_ark,campaign,faction_campaign,"Шаг 14 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,806,retroactive,manual,fquest_factory_ark_13,perfcards,13,,,1245,75,factory_ark,68,14014
fquest_factory_ark_15,Заводные Ковчеги: поручение 15,Clockwork Ark Contract 15,factory_ark,campaign,faction_campaign,"Шаг 15 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,909,retroactive,manual,fquest_factory_ark_14,perfcards,14,,,1321,79,factory_ark,71,14015
fquest_factory_ark_16,Заводные Ковчеги: поручение 16,Clockwork Ark Contract 16,factory_ark,campaign,faction_campaign,"Шаг 16 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,1024,retroactive,manual,fquest_factory_ark_15,perfcards,15,,,1398,82,factory_ark,75,14016
fquest_factory_ark_17,Заводные Ковчеги: поручение 17,Clockwork Ark Contract 17,factory_ark,campaign,faction_campaign,"Шаг 17 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,1154,retroactive,manual,fquest_factory_ark_16,perfcards,16,,,1474,86,factory_ark,79,14017
fquest_factory_ark_18,Заводные Ковчеги: поручение 18,Clockwork Ark Contract 18,factory_ark,campaign,faction_campaign,"Шаг 18 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,1300,retroactive,manual,fquest_factory_ark_17,perfcards,17,,,1551,89,factory_ark,82,14018
fquest_factory_ark_19,Заводные Ковчеги: поручение 19,Clockwork Ark Contract 19,factory_ark,campaign,faction_campaign,"Шаг 19 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,1465,retroactive,manual,fquest_factory_ark_18,perfcards,18,,,1628,92,factory_ark,86,14019
fquest_factory_ark_20,Заводные Ковчеги: поручение 20,Clockwork Ark Contract 20,factory_ark,campaign,faction_campaign,"Шаг 20 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,1651,retroactive,manual,fquest_factory_ark_19,perfcards,19,ark_counting_cell,1,1704,96,factory_ark,90,14020
fquest_factory_ark_21,Заводные Ковчеги: поручение 21,Clockwork Ark Contract 21,factory_ark,campaign,faction_campaign,"Шаг 21 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,1860,retroactive,manual,fquest_factory_ark_20,perfcards,20,,,1781,99,factory_ark,93,14021
fquest_factory_ark_22,Заводные Ковчеги: поручение 22,Clockwork Ark Contract 22,factory_ark,campaign,faction_campaign,"Шаг 22 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,2096,retroactive,manual,fquest_factory_ark_21,perfcards,20,,,1857,103,factory_ark,97,14022
fquest_factory_ark_23,Заводные Ковчеги: поручение 23,Clockwork Ark Contract 23,factory_ark,campaign,faction_campaign,"Шаг 23 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,2362,retroactive,manual,fquest_factory_ark_22,perfcards,21,,,1934,106,factory_ark,101,14023
fquest_factory_ark_24,Заводные Ковчеги: поручение 24,Clockwork Ark Contract 24,factory_ark,campaign,faction_campaign,"Шаг 24 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,2662,retroactive,manual,fquest_factory_ark_23,perfcards,22,,,2010,110,factory_ark,104,14024
fquest_factory_ark_25,Заводные Ковчеги: поручение 25,Clockwork Ark Contract 25,factory_ark,campaign,faction_campaign,"Шаг 25 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,3000,retroactive,manual,fquest_factory_ark_24,perfcards,23,,,2087,113,factory_ark,108,14025
fquest_factory_ark_26,Заводные Ковчеги: поручение 26,Clockwork Ark Contract 26,factory_ark,campaign,faction_campaign,"Шаг 26 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,3338,retroactive,manual,fquest_factory_ark_25,perfcards,24,,,2163,117,factory_ark,112,14026
fquest_factory_ark_27,Заводные Ковчеги: поручение 27,Clockwork Ark Contract 27,factory_ark,campaign,faction_campaign,"Шаг 27 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,3713,retroactive,manual,fquest_factory_ark_26,perfcards,25,,,2240,120,factory_ark,116,14027
fquest_factory_ark_28,Заводные Ковчеги: поручение 28,Clockwork Ark Contract 28,factory_ark,campaign,faction_campaign,"Шаг 28 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,4131,retroactive,manual,fquest_factory_ark_27,perfcards,26,,,2316,124,factory_ark,119,14028
fquest_factory_ark_29,Заводные Ковчеги: поручение 29,Clockwork Ark Contract 29,factory_ark,campaign,faction_campaign,"Шаг 29 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,4596,retroactive,manual,fquest_factory_ark_28,perfcards,27,,,2393,127,factory_ark,123,14029
fquest_factory_ark_30,Заводные Ковчеги: поручение 30,Clockwork Ark Contract 30,factory_ark,campaign,faction_campaign,"Шаг 30 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,5113,retroactive,manual,fquest_factory_ark_29,perfcards,27,,,2469,131,factory_ark,127,14030
fquest_factory_ark_31,Заводные Ковчеги: поручение 31,Clockwork Ark Contract 31,factory_ark,campaign,faction_campaign,"Шаг 31 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,5688,retroactive,manual,fquest_factory_ark_30,perfcards,28,,,2546,134,factory_ark,130,14031
fquest_factory_ark_32,Заводные Ковчеги: поручение 32,Clockwork Ark Contract 32,factory_ark,campaign,faction_campaign,"Шаг 32 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,6329,retroactive,manual,fquest_factory_ark_31,perfcards,29,,,2622,138,factory_ark,134,14032
fquest_factory_ark_33,Заводные Ковчеги: поручение 33,Clockwork Ark Contract 33,factory_ark,campaign,faction_campaign,"Шаг 33 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,7041,retroactive,manual,fquest_factory_ark_32,perfcards,30,,,2699,141,factory_ark,138,14033
fquest_factory_ark_34,Заводные Ковчеги: поручение 34,Clockwork Ark Contract 34,factory_ark,campaign,faction_campaign,"Шаг 34 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,7833,retroactive,manual,fquest_factory_ark_33,perfcards,31,,,2776,144,factory_ark,141,14034
fquest_factory_ark_35,Заводные Ковчеги: поручение 35,Clockwork Ark Contract 35,factory_ark,campaign,faction_campaign,"Шаг 35 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,8715,retroactive,manual,fquest_factory_ark_34,perfcards,32,ark_repair_lens,2,2852,148,factory_ark,145,14035
fquest_factory_ark_36,Заводные Ковчеги: поручение 36,Clockwork Ark Contract 36,factory_ark,campaign,faction_campaign,"Шаг 36 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,9695,retroactive,manual,fquest_factory_ark_35,perfcards,33,,,2929,151,factory_ark,149,14036
fquest_factory_ark_37,Заводные Ковчеги: поручение 37,Clockwork Ark Contract 37,factory_ark,campaign,faction_campaign,"Шаг 37 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,10786,retroactive,manual,fquest_factory_ark_36,perfcards,34,,,3005,155,factory_ark,152,14037
fquest_factory_ark_38,Заводные Ковчеги: поручение 38,Clockwork Ark Contract 38,factory_ark,campaign,faction_campaign,"Шаг 38 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,12000,retroactive,manual,fquest_factory_ark_37,perfcards,34,,,3082,158,factory_ark,156,14038
fquest_factory_ark_39,Заводные Ковчеги: поручение 39,Clockwork Ark Contract 39,factory_ark,campaign,faction_campaign,"Шаг 39 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,13515,retroactive,manual,fquest_factory_ark_38,perfcards,35,,,3158,162,factory_ark,160,14039
fquest_factory_ark_40,Заводные Ковчеги: поручение 40,Clockwork Ark Contract 40,factory_ark,campaign,faction_campaign,"Шаг 40 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,15222,retroactive,manual,fquest_factory_ark_39,perfcards,36,,,3235,165,factory_ark,163,14040
fquest_factory_ark_41,Заводные Ковчеги: поручение 41,Clockwork Ark Contract 41,factory_ark,campaign,faction_campaign,"Шаг 41 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,17145,retroactive,manual,fquest_factory_ark_40,perfcards,37,,,3311,169,factory_ark,167,14041
fquest_factory_ark_42,Заводные Ковчеги: поручение 42,Clockwork Ark Contract 42,factory_ark,campaign,faction_campaign,"Шаг 42 большой цепочки заводного протокола: закрепите доверие, выполните профильные работы и откройте следующую поставку фракции.",faction_reputation,factory_ark,19310,retroactive,manual,fquest_factory_ark_41,perfcards,38,,,3388,172,factory_ark,171,14042
